,m3340,m1150,m2236,m839,m851,m1901,m3485,m407,m2117,m3827,m3365,m364,m263,m1804,m2642,m2058,m185,m1426,m2875,m3267,m1570,m3418,m3157,m1270,m1070,m2876,m1394,m973,m1704,m2475,m3681,m1265,m96,m113,m3420,m2679,m1017,m3626,m33,m1916,m3410,m368,m3082,m2811,m3156,m565,m2541,m3689,m15,m3462,m3277,m1726,m3296,m457,m1058,m2581,m3138,m2418,m2602,m776,m2824,m1152,m2118,m1543,m807,m2871,m1225,m3187,m1831,m2211,m18,m3746,m2771,m1369,m2555,m2903,m3929,m3851,m3389,m1332,m2408,m3818,m2019,m202,m2605,m2848,m1731,m1905,m1460,m2740,m1839,m416,m2013,m1203,m1487,m1605,m2395,m2103,m1453,m1090
m3418,0.506366181581823,0.5821174951402469,0.4863037047804064,0.4316791073528011,0.4777960951008788,1.0,,0.5439845394282358,0.5210163443237645,0.4431447311601961,0.6199281242901264,0.585130165731713,0.6003011159240941,0.4728759624560832,0.4257443039454409,0.4827764524851065,0.468026339210601,0.4422336447582934,0.4185262229442567,0.5656466857307408,0.2238118562782943,,0.4360787749130403,0.5375062510927395,,0.3658086715493147,0.5513457015307563,0.5326207472102061,0.5937844427910605,0.4221722756468679,0.4771150120197696,0.5493042377297603,0.4775364978405866,0.3959965302005797,0.576980469506754,,0.4638844864645312,0.3313613019427049,,0.4967752263914916,,0.4732436765295119,0.4363522846471939,,0.4230353300288558,0.4850952055342143,0.4970080901890029,0.4709128339518796,0.4100500130635582,0.5370222018790799,,0.3518328803747305,0.6057226186040635,0.5405581463285282,0.5132032112519592,0.4624777977588023,0.5094169150103957,0.398999037945382,0.2219612126408051,0.415339500187032,0.3284157702425117,0.4974023981796236,0.5297644360276721,0.3850572706176341,0.4679815034387376,0.5307705194381972,0.579866265971785,0.75794497674825,0.3989501497567442,0.3927137364096639,0.414771822034241,0.6063640546953818,0.3655941652703479,0.258437724296475,0.4066597725876757,0.4214987404606724,0.5117172284561974,0.7652677295705189,0.3016244253554886,0.4042279133629566,0.4096302203140134,,0.5181644074583318,0.5636920589981269,0.4031167044251273,0.6136645771523697,0.3026105517865056,,0.4855948084795203,0.5842598040397984,0.3492758272537526,0.4847102331031835,0.5117638047853396,0.538326307769444,0.4693160236421851,0.3998081835249701,0.4943591791856417,0.3864701150715097,0.3813447015484466,0.5570812213363322
m3157,0.3632294048556619,0.347327785789206,0.4997579571206871,0.63254319062228,0.5908944774841145,,,0.342827838125458,0.4904534108932066,0.6558599941680091,0.4854578089026108,0.4688245384165527,0.6974848054051339,0.3659906524546225,0.5983593665455773,0.4683399104081416,0.7195584614795333,0.4587512077940776,0.6122262275579258,0.4758147180378941,0.4603472294756547,0.4360787749130403,,0.3725820789226062,,0.6119160217503674,0.3474551226085565,0.6566498360219547,0.3249079662396567,0.3985315611965013,0.3484156836741845,0.3475341575198956,0.7966683298254411,0.4138344122582631,0.4245833611573274,,0.4989381175847105,0.8896456151797476,,0.4988480707668695,,0.4623332234780089,0.5956885501708346,,0.7013759316122867,0.7086246544492857,0.6145601551015294,0.5277601618805335,0.6381945038540021,0.3140239346880602,,0.739863913507328,0.549927086802966,0.3912289504695895,,0.6513236011921025,0.2506996446677356,0.5213304043340791,,,,0.3538565718441346,0.4103818733776987,,,0.4427339099645078,0.3718939573246991,,0.6649550595309712,0.7482133052491942,0.4245863439896136,0.5660730314460841,0.676671598593958,,0.6599175611527708,0.3740207629288367,0.428595123496967,0.3820148601471554,0.1723814514269969,0.4490528884554288,0.6699900701842048,,0.3674550686239494,0.659726113904086,0.5409626147614033,0.1249553378543421,0.7246459698818124,,0.7318119536953346,,0.659192924627956,0.4202096586330425,0.5769073846207051,0.4301868443194873,0.5485521362152163,0.6239115625919026,0.4517062605767855,0.418462878901,0.5463380792802106,0.3483417760958898
m1270,0.3377654267594188,0.4898950956145162,0.5633497899610873,0.2549416817251526,0.4175963349016626,0.2371966698250736,,0.40448944809608,0.5050844231142763,0.4749932175933901,0.5927714196463181,0.6379948550174581,0.2962765705857952,0.3513568330551495,0.2484205272948785,0.5348416596106382,0.329077015081629,0.4225359011431346,0.4434469233223849,0.5232782393219081,0.402231216886041,0.5375062510927395,0.3725820789226062,,,0.2821572141898469,0.5790126676038432,0.4866809812161317,0.6626899231276824,0.3835942335077421,0.6023664789267777,0.6738421332988147,0.4257661529254123,0.3377611853347623,0.5612256776297654,,0.5733407423882607,0.3075500223080721,0.1469863979297432,0.470773530123757,0.0857490568271493,0.5636947885225841,0.4992675426744588,,0.397643767085345,0.3368187181244704,0.4255075442629227,0.2049512515613658,0.2726324131896738,0.5621731953118047,,0.4085101775069494,0.6066619803185204,0.719043783185306,0.4872036855461116,0.4135459865152213,0.3990431165103565,0.3140845763769224,0.3199429206775164,,0.4350257268180511,0.4577946390548924,0.5430837451583936,0.219591463074194,0.3294573206807373,0.6058751702286371,0.6502600029625953,0.0787610238153238,0.3132592715439081,0.4274859627154189,0.4802173770502545,0.5737663863089062,0.2233711311995577,0.7959552849490981,0.1933664483290113,0.2892733316631011,0.6052616755914356,0.6124615484722321,0.2632123340656201,0.4242255974761951,0.3011566291331783,0.0698216215299544,0.5941453949448121,0.4307083927324026,0.4357630570533262,0.497010358716534,0.2418701237339619,,0.2961650965927835,0.2224420687750107,0.2001307729801887,0.2539627685572851,0.5024526278602512,0.658598012634722,0.3642673229866341,0.2473941311150009,0.5174208330545733,0.2565794542739441,0.2826567583755707,0.6406351082511303
m1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2876,,,0.5016670680643218,0.8035807887287933,,,,0.6429333481698336,0.1122241494755595,0.5738845690454342,0.6271848460931873,0.3835377154284484,,0.656754123785907,0.7850282124127417,0.5508602106029771,0.6646205618210126,,0.3552390305047372,0.1090635438653713,,0.3658086715493147,0.6119160217503674,0.2821572141898469,,,0.254854416877997,,0.3786411466994949,0.0447514147301408,0.3521267599832967,0.3186475944677027,,,0.1456741495543597,,0.7338060613892308,,,0.3125828501967241,,0.428824866649058,0.5598952649702656,,0.5969379710817113,,0.3602364859784606,0.4918416554621796,0.6610902168156598,0.1065780581418618,,,0.3165812537516784,0.2627783152282272,,0.4992294491015659,,0.2131199291287746,,,,,0.3744901870772665,,,0.5497382452457276,0.260747044794818,,0.8911340934903826,,0.7910882563691826,,0.6955898025199604,,0.7555876095922152,0.5747895302325042,,,,0.1548990299180941,0.7735794101006833,,0.3927271620313084,,0.6006648277384038,,0.8453383986863576,,0.6702159692848144,,,0.4168655479274259,0.6910973227172038,0.2414154380005331,0.6533660948489282,0.7576342178113918,0.1793852136874061,,0.5167301651098896,0.252041472227644
m1394,0.3641999007429508,0.6166558776345578,0.4306440996786599,0.1829628062028749,0.5693789214275259,0.8151092053397819,,0.3808649582285559,0.5685403623249583,0.379704777958527,0.576100636966939,0.5215613552640991,0.4690421752058936,0.40508064652539,0.2432380471620375,0.5110739832652188,0.2820881239310749,0.172605654485732,0.3735126858519941,0.6096089404126755,0.7565953039163446,0.5513457015307563,0.3474551226085565,0.5790126676038432,,0.254854416877997,,0.6472889570465645,0.6306436874991197,0.4389606831266697,0.6954471380471033,0.6373791885313751,0.8462200689795852,0.3589443399102799,0.5346620823473802,,0.4254512532188157,0.3354237863563948,,0.5962294776464008,0.9030487657248584,0.4597809131041757,0.3951479045607543,,0.2845596276229009,0.4547729451262787,0.4415928340869579,0.264634683446721,0.2820231201164752,0.6003392813507117,,0.2555134555092185,0.5777400025086648,0.610016450025124,0.4640787998292092,0.416050280125976,0.3543276670919095,0.5080254310415411,0.1133211007468181,,0.5488368953195883,0.5703293356779239,0.6477586169960096,0.2664076704963827,0.1299513606176087,0.6095281627590438,0.6406933682121605,0.1855919653116428,0.2907524020130524,0.6917981112425804,0.4781779296027175,0.4328986121609077,0.3222990553228108,,0.252799808221291,0.262770373126567,0.600131187931852,0.5461532509865856,0.2055096268241936,0.3317434755478398,0.2821460449089558,,0.715884171704301,0.3277581658409335,0.3342188454068285,0.814819570587878,0.3017541907975455,,0.2464851975388518,0.2990888337935356,0.1854024755765568,0.2445660343270149,0.4484679691260753,0.6727527989413128,0.340271996220198,0.3521317081945095,0.7020185617778287,0.2606216525446594,0.4053565228347227,0.6514760213597925
m973,0.2784806609415847,0.5946046317707849,0.7116110250311021,0.4003895781134348,0.0815083989790128,,,0.1981530797136022,0.5745311938910452,0.2218511024519273,0.7268629154153564,0.5464132939430454,,0.1267025439547965,0.2367537148147648,0.3711258223377585,0.3421519621400176,,0.5051409831346866,0.4148022240361995,,0.5326207472102061,0.6566498360219547,0.4866809812161317,,,0.6472889570465645,,0.4881743783328267,0.5451509850544407,0.7599253543350855,0.7244973186802984,,0.1670061056151325,0.6764595828658988,,0.410426783981388,,,0.4216613083937126,,0.288631197694683,0.4374659068976182,,0.3722948504723642,0.2902740622411961,0.4764660602099663,0.3125992776629905,0.2034292705401009,0.7140939328673169,,0.541874832677501,0.5554458105469827,0.5097484173879108,,0.5218608379075773,0.4599955846461444,0.3511495813806756,,,,0.6547923860954381,0.6276874082321673,,,0.5261412443671818,0.6059947117618856,,0.1765274936958488,0.6233741915375345,0.254517486338681,,,,,0.1897156460578622,0.5631724724582536,,0.5356599342222467,0.5848536270189344,0.207407822707292,0.8992637027488698,0.8109115451004147,,0.1950498680152095,0.8261569586254007,,,0.6493740926454702,0.1682739865113424,0.4165590934287179,0.3348406018759196,0.4173322751264825,0.7460025127497709,0.5547790636518678,0.1859109222878459,0.5814318682493748,,0.1905480547207207,0.6624859736842981
m1704,0.5623000500234219,0.4056027240182992,0.5762532395652403,0.2272629396378376,0.5792831328639365,,,0.3602692843418734,0.566367874542802,0.4231771240528034,0.667450758599717,0.6235715152672726,0.7440333520437306,0.4351145617408051,0.2610899988281523,0.5565353915887434,0.292821007804026,0.1992067127684792,0.4319844524385475,0.5825141133687541,0.4119691950136177,0.5937844427910605,0.3249079662396567,0.6626899231276824,,0.3786411466994949,0.6306436874991197,0.4881743783328267,,0.4067319082840451,0.6936827329138682,0.6278837636867062,0.4924112603397438,0.4061078672729254,0.5915613636435421,,0.5594243069956035,0.2533990198227991,,0.5313118838709208,0.724663854059925,0.5068196155527384,0.451891890678906,,0.3992318993592124,0.5509355341179085,0.3696316730937307,0.2467562138996291,0.306631399556439,0.6431768417973684,,0.2604415807772685,0.6407568160731715,0.7101518001287617,0.1673758349674514,0.4564277538787629,0.4126967547702307,0.2978146146790073,0.0459021533500847,0.3922541520480255,0.5295850900861102,0.2900557947521968,0.5483537684948048,0.4232096417327634,0.1914049280114599,0.6005424591502342,0.676619024494849,0.2269918965904608,0.3039273148745828,0.57218321114532,0.4987791556839652,0.5725791063575548,0.276709998889913,0.7245039053621748,0.2569790440083154,0.2968097942669773,0.5220935195857623,0.6337274637756488,0.2635788344404198,0.4764525157891715,0.2254104699991883,,0.6478891548177232,0.5013296175775377,0.3806429501526136,0.5300299763358626,0.2116252236765699,,0.3417572481241198,,0.269368479046394,0.1448799461994332,0.5008422635249947,0.6552524178687497,0.362709238539282,0.3855013753770112,0.6008032612810417,0.1698401881762155,0.2415282638267037,0.685117121206172
m2475,0.6912204388205812,0.2869238556066111,0.3142714982176289,0.6313405010287919,0.3431904466112402,,,0.614747276399179,0.4584402489769553,0.4597545952675138,0.3990184008786266,0.4520486385403141,,0.5692867303619804,0.5638409049394357,0.4719417273567439,0.5249502453448249,,0.4490215818950138,0.4497615259413558,,0.4221722756468679,0.3985315611965013,0.3835942335077421,,0.0447514147301408,0.4389606831266697,0.5451509850544407,0.4067319082840451,,0.551430197883819,0.3776454238787559,0.043105519903562,0.5907025041881984,0.4993778686449389,,0.5501244958612116,0.8146981475303782,,0.4310153244578629,,0.403900543064465,0.4718389582906558,,0.5457844519369288,0.5734408019790482,0.4640568697080596,0.6445003231801497,0.4029202084973963,0.3001605981365661,,0.4697410063729655,0.5120551233184795,0.404318553615158,,0.4088717408557728,0.6112794295412176,0.6583328133637046,,,,0.4883791456173619,0.5525989489404416,,,0.4551010688279893,0.3796940498442152,,0.5984459308232639,0.274745377516681,0.5033327005944348,0.8483700246442152,0.0189202536069902,,0.4807480760555962,0.5537951363243184,0.3376853636484446,,0.5757289936476767,0.6373398659679007,0.6136726291098683,,0.3689325371404014,0.5578074825896358,0.4469893656136938,0.49241121996854,0.4266607751472488,,0.5552122734650976,0.551114286095795,,0.5812469455231525,0.4276454264939383,0.3698932062098905,0.7467866341144566,0.3841429175830632,0.6258439871976216,0.1081067332474208,0.7453977262526597,0.3860986596001944
m3681,0.4166838164355048,0.3702364090069014,0.4482594017405567,0.2207368487031675,0.2965502532520845,,,0.5441997986278575,0.6612361436492946,0.4961666864152443,0.634251002974691,0.5113160248601069,0.5275473854008962,0.476767957012578,0.1865008307005902,0.543991100913866,0.2440584400537573,,0.400491657027157,0.6912710855763009,0.7517005961944091,0.4771150120197696,0.3484156836741845,0.6023664789267777,,0.3521267599832967,0.6954471380471033,0.7599253543350855,0.6936827329138682,0.551430197883819,,0.6749611110476668,,0.411836229977656,0.6536849560415946,,0.4707637600051769,0.1966154781840834,,0.5169902308214677,,0.4894771350150063,0.4558623548100106,,0.3439393011117727,0.2515718865127136,0.3780463373833539,0.2432213554948139,0.205248922930272,0.6728147860604848,,0.2943239073518386,0.5859514298718962,0.68825719203252,,0.3335346503135855,0.1970574735178711,0.2560286981074936,,,0.6454274543194132,0.6195174224199805,0.6237122275626632,,,0.6622290465213592,0.580513250054134,,0.2970239724631733,0.8712598574585335,0.4882083591890503,0.4756432229323962,0.4558736251094992,,0.2069458749498294,0.2102826484237677,0.5594137898702333,0.3792963965395132,0.3276678835761032,0.2268492143196269,0.1983124648362751,,0.7241016112370973,0.4487949013206059,0.5190165054680543,0.8635097414928216,0.1747939463642894,,0.2721476630080657,,0.0924245730609127,0.219570402381495,0.5050607759069156,0.7058762260303788,0.2698951810078913,0.7184964796183175,0.6333085144576918,0.6692458541378639,0.1702625442357577,0.7227390358368745
m1265,0.2599926677547982,0.5861127123252811,0.496176908131802,0.228104640032558,0.4401252543682681,0.2320776325015411,,0.420957259494593,0.501126417712798,0.4107982480948941,0.621666849458431,0.5408886975862492,0.5477569118287592,0.4121745010331841,0.2485924025214808,0.4929851386482117,0.350895991540987,0.4708429569510982,0.3911235983030527,0.5695364072720609,0.5962673035591051,0.5493042377297603,0.3475341575198956,0.6738421332988147,,0.3186475944677027,0.6373791885313751,0.7244973186802984,0.6278837636867062,0.3776454238787559,0.6749611110476668,,0.3952258967722997,0.413847346434295,0.5425511120149066,0.7114033058522072,0.5295237691578815,0.3405549979018747,0.0392301047216948,0.5342935016118483,0.7379550121092658,0.5373170635909246,0.5003351837676507,,0.3702672246180525,0.3467302803852046,0.42605079550001,0.2372293741878259,0.2234810053812216,0.6425223993955911,,0.3891647633822259,0.5309177736918576,0.6291258521806484,0.3280211539651561,0.4121172025360221,0.4159867822761333,0.3687069600744742,0.2072027477068029,,0.4433970140144109,0.755015118842857,0.5995695979070579,0.3654537664662528,0.4063397663275513,0.5941357769947043,0.6299074338103918,0.0038811850253527,0.2944501241561015,0.6113945006628045,0.4405180089706668,0.5168299623718199,0.2954290798827136,,0.2168294553219069,0.2510314352366374,0.5824079629270147,0.4578618711934085,0.4158587159486736,0.3210336085059802,0.2405000235939386,,0.6543210896570648,0.3820129526419771,0.3971721092933433,0.6966742518608414,0.2034792570840464,,0.3172298655419574,0.6479996757147586,0.2326240504804768,0.2839078147199207,0.4297990091909614,0.6938967557776249,0.4091558846356561,0.4376880743155273,0.6026601695916658,0.382806931786398,0.294966191957473,0.6151383493866449
m96,,0.6207676982755101,0.7054250779142722,,,,,,0.3449748135649315,0.8927074517227731,0.7430197243661711,0.5035265158624149,,,0.1322223721529039,0.6185225251050538,0.054873938361631,,0.895174468192389,,,0.4775364978405866,0.7966683298254411,0.4257661529254123,,,0.8462200689795852,,0.4924112603397438,0.043105519903562,,0.3952258967722997,,,,,0.4554536687458286,,,,,0.6457400118221512,0.5096157551450191,,0.3689015825039656,,,,,0.6922553937734566,,,0.4623690240968339,0.4930410883596825,,0.0471797194404268,,0.5469791734168538,,,,,,,,,0.632093380565035,,0.2577660582764983,,,,,,,,0.9213017995756694,,,,,,0.9122728503287518,,0.4218762603687481,,,,,,,,,0.6479852668345467,0.8009321068021802,,0.6049313550680132,,,0.5014067759012205
m113,,0.3847524396874704,0.6312902376093201,0.4309131219595556,0.3633320369548681,,,0.846340363063134,0.7151927290448704,0.4433189712855014,0.2683200403058431,0.4714716763711493,,0.5431416503649011,0.6093966592104669,0.6218628045570032,0.8039636010767142,,0.4970688006604438,0.367178187716676,,0.3959965302005797,0.4138344122582631,0.3377611853347623,,,0.3589443399102799,0.1670061056151325,0.4061078672729254,0.5907025041881984,0.411836229977656,0.413847346434295,,,0.4313431892063394,,0.627341982312908,,,0.3097700481984827,,0.528093673172647,0.4835988904862452,,0.7520986016164699,0.8369192640277356,0.7060266019154549,0.1796153902354821,0.3437259173810723,0.1810166854550749,,0.6037416256075934,0.0903002888650376,0.3043925486004323,,0.7057177442302568,0.6345578817786968,0.7654355097509917,,,,0.610816343911911,0.6103904284861458,0.6939505256902505,,0.4847127241336447,0.4231883732187143,,0.6733179769244252,,0.4138301982885207,,0.6874472999544321,,0.2620902947385661,0.3405977995780703,,,0.1932584654458669,0.627633194894885,0.4756280614384781,,0.3742730759680776,0.1928315437797923,0.5798095641709398,0.526054674984334,0.3722012830678778,,0.4147181680414311,,0.6352449797291959,0.7556767950117513,0.7395847888099545,0.3014868034530937,0.7209429128117046,0.6449733403281206,0.2246837260536009,,0.6063287928097966,0.3872951883449373
m3420,0.1257269453921951,0.5285183456872635,0.4964289124225836,0.5564974477672561,0.5585010095415053,,,0.5028214365751927,0.6192551675022873,0.6355423920540352,0.4864490765027265,0.4938552877497205,0.4130162891506607,0.4758143203973989,0.3446215633553831,0.5744076497013402,0.4491854821758909,,0.3882627971847542,0.617724564093956,,0.576980469506754,0.4245833611573274,0.5612256776297654,,0.1456741495543597,0.5346620823473802,0.6764595828658988,0.5915613636435421,0.4993778686449389,0.6536849560415946,0.5425511120149066,,0.4313431892063394,,,0.5760571160338269,0.049791265307157,,0.4529867176361072,,0.4251289893246742,0.4662964569889124,,0.4124403821533774,0.4999112496669775,0.468440259526984,0.3210498949999247,0.289222613624983,0.391962513550704,,0.102066494943973,0.6875761310437022,0.5491300735476063,,0.504182023571048,0.4972086988656872,0.473170705251232,,,,0.0988633501513798,0.4977665576269906,,,0.5279319377485095,0.5352647151975422,,0.319937448334633,0.5987366905097586,0.3776457113784017,1.0,0.6383670349775772,,0.3547730215825473,0.3981660507213377,0.3596177537508936,0.6795380980994266,0.1612052697702148,0.4279941322909643,0.1935303221640452,,0.5387641954430884,0.4946774535918983,0.3534847131533845,0.4017816623263182,0.0280363520045584,,0.385231889355925,0.2965166780408058,0.303980313625069,0.298979063601685,0.5517588695801176,0.6517110656076169,0.3171652944035094,0.3202067673740228,0.523918948412625,,0.1954629138481858,0.5489230228193523
m2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7114033058522072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1017,0.2723693231476023,0.3899375859269926,0.528578886733617,0.4241009426937128,0.3238883640009476,,,0.3689961942711181,0.4018533403425265,0.551171049870582,0.5516401505232384,0.5613992057135178,0.660220667826494,0.3476043586436156,0.4306665585566304,0.404724640723248,0.4390558416455967,0.5800067324086281,0.4271306638839394,0.5812972205128781,,0.4638844864645312,0.4989381175847105,0.5733407423882607,,0.7338060613892308,0.4254512532188157,0.410426783981388,0.5594243069956035,0.5501244958612116,0.4707637600051769,0.5295237691578815,0.4554536687458286,0.627341982312908,0.5760571160338269,,,0.2681611784742894,,0.4120453122614564,,0.519510278140448,0.4232079910545841,,0.4547188406070431,0.4284102205035591,0.4869567443210343,0.2396894212615783,0.4358568040540477,0.5736398696549311,,0.4731042805457426,0.5485330298535811,0.545516537422278,,0.5921595344338807,0.4921608959597831,0.7132962569559131,,,,0.5421071188149005,0.4619792605819283,,,0.5804054863446676,0.468380630522254,,0.3993503545482915,0.3941594988260587,0.4863193606217691,0.4911383321447648,0.5248106329685158,,0.3970253843278293,0.3293170454366053,0.3480918037558854,0.5027627072509229,0.5477247173825784,0.5023765750969356,0.479844175852482,,0.4425977100478439,0.4185494285709326,0.4734830076929734,0.5814899110345718,0.2862733016594919,,0.5512546734062076,0.0564846406068635,0.3658174530377048,0.5443736951846573,0.6669167574779717,0.6208913600666197,0.450678629583861,0.3788684417521854,0.4648872252268258,0.359944741891654,0.422170225051693,0.539840940343618
m3626,,,0.1989198768565569,,0.3268912987466245,,,,0.355709592747238,0.3437219051817943,0.3727708209630271,0.515592404030076,,,0.7696546455239395,0.487872265623027,0.763420560144917,,0.4490039508440003,0.1572300497266175,,0.3313613019427049,0.8896456151797476,0.3075500223080721,,,0.3354237863563948,,0.2533990198227991,0.8146981475303782,0.1966154781840834,0.3405549979018747,,,0.049791265307157,,0.2681611784742894,,,0.4258119327625558,,0.5542857321370386,0.3327656757944426,,0.750833341315891,0.1706023824133927,0.514462598231587,0.8352440595562126,0.5874372965776913,0.3520940072339706,,0.594937331092994,0.4342483198594173,0.3640011893564338,,0.5214935986690773,,,,,,,0.6673119305685272,,,0.3296799642844844,0.1796180298618643,,0.7443190002073286,,0.6323756581543447,0.4770802742489437,0.6901712122712941,,,,,0.8120662829348311,,,0.8064686473032194,,0.3149059631072138,,0.43958307731686,,,,,,,,0.2980827976123035,0.2831174757862477,,,0.5988597729305913,,0.9005789283005854,0.4040519432003996
m33,,,,,,,,,,0.1552809953026908,,,,,,,,,,,,,,0.1469863979297432,,,,,,,,0.0392301047216948,,,,,,,,,,0.7477269733571489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1916,0.5114087011474331,0.5202523909669408,0.3778512286292109,0.3774473373732769,0.5970239871571635,,,0.4670060293808799,0.6095928824609834,0.437642970524162,0.3846975921165888,0.4492396082921245,0.7739608975518791,0.480504496589585,0.4582194847414315,0.4540732954487434,0.3733886875821877,,0.3615455696259488,0.5294869754423744,0.9469867109254566,0.4967752263914916,0.4988480707668695,0.470773530123757,,0.3125828501967241,0.5962294776464008,0.4216613083937126,0.5313118838709208,0.4310153244578629,0.5169902308214677,0.5342935016118483,,0.3097700481984827,0.4529867176361072,,0.4120453122614564,0.4258119327625558,,,,0.5020321920971903,0.4548225912100381,,0.3700044961923637,0.5929246396443605,0.3751145303995487,0.5669346579699046,0.5355826546874537,0.60732809188514,,0.4200556404198631,0.6089209447744771,0.4084967647889441,0.3501374663180352,0.4789557418386322,0.5260565151718793,0.4349989782918714,,,0.7185282201081141,,0.5481713769692939,0.3612750443510659,,0.5860993634838944,0.5142451333823534,,0.4902839442296824,,0.5681749790660938,0.4054614251373898,0.5257547014310827,0.9702591647478338,0.4804265950209389,0.7157230885484502,0.5590577512658645,0.4431259089861237,0.8610112829724966,0.446764752882022,0.5126682813173802,,0.4179394872718478,0.6411689053924303,0.4730071050008489,0.4595497484516138,0.6916638164603764,,0.433878646908494,,0.2956264280926522,0.5028127411296465,0.5524181993171464,0.5005661398501878,0.4493294681544329,0.6270939516011246,0.5778767204203813,,0.493621067625301,0.4968384638976133
m3410,,,,,,,,,,0.9391727057549086,,,,,,,0.1044381215110497,,,,,,,0.0857490568271493,,,0.9030487657248584,,0.724663854059925,,,0.7379550121092658,,,,,,,,,,0.6232294830989766,,,,,,,,,,,,0.6730144787481351,,,,,,,,,,,,0.2071683052295773,0.6190869850812762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924029285232176,,,
m368,0.4073750314627523,0.3049839132966175,0.4519509083912353,0.3675772201702721,0.5463916978834833,,,0.468004586751705,0.5594534271400673,0.6414224723135753,0.5317062673157807,0.5882889018061718,0.7707424278618217,0.5846511701573077,0.4457389307672911,0.5925988329042507,0.5075863891124308,0.4041419172651834,0.5558840992655296,0.4959558500613071,0.4137403112965995,0.4732436765295119,0.4623332234780089,0.5636947885225841,,0.428824866649058,0.4597809131041757,0.288631197694683,0.5068196155527384,0.403900543064465,0.4894771350150063,0.5373170635909246,0.6457400118221512,0.528093673172647,0.4251289893246742,,0.519510278140448,0.5542857321370386,0.7477269733571489,0.5020321920971903,0.6232294830989766,,0.5356420580784692,,0.5562611420371291,0.4411955031289601,0.5475224275839647,0.452459255097395,0.489582231550898,0.4122473966463,,0.4896698873467341,0.5907092609171375,0.5595088907901903,0.3984478314976258,0.5007294470978494,0.5506414859976365,0.3822603832810388,,,0.0472835377463543,0.1347740575787844,0.508846010869417,0.9948171408436456,0.4385742822509066,0.3650344142301917,0.4087327284048574,,0.4896422994221746,0.6381317231186744,0.6068412605496292,0.2348262386413355,0.3931414465419124,,0.3770835115161712,0.4083704047940614,0.3835024610092029,0.5357016638810603,0.4444163599778228,0.4095742181745394,0.4640173934073113,0.240975128551408,0.4375297729802933,0.539694675565109,0.5789292045661582,0.271908015299136,0.361072665741605,,0.4947052375722995,0.2871067816985905,0.4327934706773735,0.5054919767241758,0.5692893829002462,0.5219673672799886,0.3951366123798359,0.4894344533249334,0.444804294409962,0.5718358884245454,0.479217001993871,0.5038315174755862
m3082,0.3134956856713109,0.2833154463487312,0.566370872307437,0.607076296101584,0.6433284854994423,0.0182270263674648,,0.5533452101256544,0.5404252204332178,0.6026851884828066,0.4153935656765986,0.4470058687308612,0.1436663253356945,0.4246628205804398,0.6119423927262645,0.5361272754737539,0.5622426935034704,0.5102201757346482,0.5148947975923381,0.4560045192411975,0.5379052705034928,0.4363522846471939,0.5956885501708346,0.4992675426744588,,0.5598952649702656,0.3951479045607543,0.4374659068976182,0.451891890678906,0.4718389582906558,0.4558623548100106,0.5003351837676507,0.5096157551450191,0.4835988904862452,0.4662964569889124,,0.4232079910545841,0.3327656757944426,,0.4548225912100381,,0.5356420580784692,,,0.6730252108889987,0.443580508095554,0.5888003365432622,0.3552435319968592,0.5722286090273974,0.2805626904174423,,0.6085410263820068,0.6334172720915733,0.4848893358057454,0.4529878625989902,0.5426555210282348,0.598440753567571,0.5082504898711967,0.4763288233882818,,,0.780015005967696,0.4561399700528444,,0.4887232775049967,0.4235121865200073,0.3695262721145336,,0.588838683203531,0.3967165676187616,0.5256127274183163,0.1870089481709914,0.6196185963463198,,0.6169119666669869,0.4849446895361551,0.3410631909325166,0.5130507562650923,0.4276833821260083,0.440106564021945,0.4960036527615266,0.2416725667887652,0.3313517817143483,0.6799648101591632,0.6902053294167635,0.1303622289861262,0.4328638292338065,,0.4510009617808138,0.38192891535256,0.628413602591909,0.4764356910489419,0.5551447177083033,0.3431892665307472,0.4349380617798952,0.534169619223349,0.4570310659651879,0.4871089952400873,0.4795284075638724,0.3833208920002046
m2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
